Survey ResponseID,frequency,monetary,avg_order_value,total_quantity,recency_days,tenure_days,avg_inter_purchase_days,category_diversity,category_entropy,spend_trend_ratio,future_6m_spend
R_eRQiqJle8plejqF,15,397.76,26.52,20.0,46.0,134.0,67.0,10,3.1899,1.8842,116.41000000000001
R_eULFiYnrl7dZMkx,52,746.07,14.35,52.0,2.0,178.0,7.12,10,2.2281,1.3942,658.1
R_eVzCaj6FUPlCaWd,6,224.9,37.48,7.0,68.0,112.0,56.0,5,2.2516,1.1034,294.56
R_ebblotCCh8G6Ddf,26,761.88,29.3,33.0,30.0,150.0,8.33,20,4.1808,0.7134,701.03
R_eg0ycbZcHEfhBAd,19,397.85,20.94,19.0,5.0,175.0,13.46,13,3.5766,1.9587,766.84
R_eg7qhb52HQp17zz,61,333.74,5.47,66.0,9.0,171.0,24.43,23,4.138,1.424,486.81
R_egkpr19CU4Xy9C9,15,794.16,52.94,19.0,6.0,174.0,19.33,11,3.3232,1.3026,505.57
R_ekvp23KJMuNQtMZ,21,250.67,11.94,22.0,28.0,152.0,10.13,11,3.0756,0.9186,260.54
R_elI733GpRi0df0J,17,519.11,30.54,19.0,11.0,169.0,21.12,12,3.1751,5.1165,399.79
R_emksH6nlvPWgMA9,3,17.07,5.69,3.0,59.0,121.0,60.5,2,0.9183,0.3548,137.97
R_enB3VWCbxNqMOwV,65,1983.86,30.52,91.0,6.0,174.0,4.97,38,4.9644,1.7606,1364.01
R_eqDS7aMRkpql6Br,5,85.83,17.17,5.0,10.0,170.0,42.5,5,2.3219,2.9049,527.38
R_eqHpZiBWKCJATtL,2,47.29,23.64,2.0,180.0,0.0,180.0,2,1.0,0.0,0.0
R_eqVPFWs6xsOSTeh,16,892.28,55.77,16.0,25.0,155.0,12.92,15,3.875,0.8811,2559.53
R_esn1Sxhd32mrsTT,4,178.17,44.54,4.0,21.0,159.0,79.5,4,2.0,0.18,113.64000000000001
R_esxdPAM8ijyQQp3,27,439.04,16.26,27.0,11.0,169.0,16.9,22,4.2508,1.0312,320.43
R_etgq3mVPgoz8CyZ,15,269.54,17.97,15.0,9.0,171.0,17.1,11,3.3232,2.2955,960.36
R_eth9yMZrzStQnTz,8,70.7,8.84,8.0,155.0,25.0,25.0,5,2.0,0.0,219.45
R_ewYITD6s7d1M8Qp,10,126.12,12.61,10.0,14.0,166.0,23.71,7,2.5219,0.7143,147.04
R_exJNsZZCWDFLoCR,19,440.8,23.2,19.0,7.0,173.0,14.42,15,3.7474,0.3543,134.88
R_exOdJ7Ei3TWwP4Z,1,8.5,8.5,2.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_exnLc1H6oypi9vr,9,125.8,13.98,9.0,9.0,171.0,34.2,8,2.9477,0.6116,740.99
R_exrOcCHhCSlzTG1,36,1360.9,37.8,36.0,12.0,168.0,11.2,30,4.8366,3.6015,871.83
R_eyPaNpEViezNJZv,3,67.65,22.55,3.0,172.0,8.0,4.0,3,1.585,0.0,26.64
R_eyQl26Pq4cq0Xmx,148,3423.5,23.13,175.0,1.0,179.0,4.26,44,4.1211,6.1749,5723.6
R_ezZICFk4bkpMoQV,37,968.21,26.17,38.0,12.0,168.0,8.4,21,3.7561,0.6792,1078.51
R_oXXMCzlv3CXrCiR,1,7.49,7.49,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_oYyo92iP0fBVAfD,26,381.07,14.66,26.0,44.0,136.0,8.0,15,3.5476,3.479,1905.72
R_oZuGgEN8EvLjcZj,16,641.2,40.08,16.0,1.0,179.0,35.8,13,3.625,0.9445,230.21
R_p5j1hNZ9iQsHJ3H,14,263.11,18.79,15.0,86.0,94.0,15.67,9,2.9852,0.0822,340.13
R_p9LWfvz97wD5ijn,4,402.7,100.68,4.0,50.0,130.0,43.33,4,2.0,0.7685,141.44
R_pDvN5mXVu1pmtSV,11,149.35,13.58,11.0,21.0,159.0,26.5,8,2.914,1.9296,186.09
R_pFqYdytA0jrgmOZ,5,70.96,14.19,5.0,12.0,168.0,84.0,5,2.3219,1.4477,0.0
R_pGDKh38nCQ4KsMx,17,499.11,29.36,18.0,59.0,121.0,15.12,13,3.5725,0.539,433.51
R_pGHKffvC4zrBtAJ,10,204.14,20.41,11.0,160.0,20.0,4.0,7,2.6464,0.0,126.05000000000001
R_pGUKBraASPz0xb3,68,1258.96,18.51,72.0,6.0,174.0,6.0,44,5.1004,0.5306,1038.41
R_pH4ZvVad3UKYN21,21,730.25,34.77,21.0,1.0,179.0,17.9,18,4.1066,0.0893,0.0
R_pKvFMcaRlsNAQ6d,11,179.61,16.33,11.0,39.0,141.0,28.2,10,3.2776,1.3639,653.5699999999999
R_pLf43RXMb10hDUZ,9,316.47,35.16,9.0,12.0,168.0,33.6,7,2.6416,11.5883,634.98
R_pLg97YEPEKoHdCN,3,2.88,0.96,3.0,180.0,0.0,180.0,1,-0.0,0.0,11.99
R_pLhmQWI5uIPk95n,5,220.86,44.17,5.0,45.0,135.0,135.0,4,1.9219,0.3069,752.11
R_pM2zj7XA5ai0mgF,4,79.65,19.91,4.0,33.0,147.0,147.0,4,2.0,8.3596,757.28
R_pMnqpu31myYoxy1,62,1023.44,16.51,65.0,2.0,178.0,11.12,42,5.0911,0.5784,1867.53
R_pQ5WCpdXnjkypcB,15,468.02,31.2,15.0,3.0,177.0,22.12,11,3.1329,2.7992,0.0
R_pQ5e1JfjUv0WAxz,16,213.17,13.32,16.0,26.0,154.0,17.11,13,3.5778,0.8551,514.28
R_pRWnSKTREPIwpSF,70,1103.43,15.76,73.0,12.0,168.0,4.94,43,5.1293,0.8755,2418.52
R_pSqKYKXibjE1auZ,1,109.95,109.95,1.0,180.0,0.0,180.0,1,-0.0,0.0,39.32
R_pc0Q3tj9XIJGlwJ,2,19.22,9.61,2.0,20.0,160.0,160.0,2,1.0,0.9434,0.0
R_pcLKzqCXX1JsGUV,39,988.06,25.33,48.0,8.0,172.0,11.47,19,3.6717,4.5005,1008.17
R_phoOTxhiHcWo7lL,17,260.86,15.34,17.0,20.0,160.0,16.0,11,3.1463,0.8555,90.08
R_pi3pJtwL9OBHz21,3,145.32,48.44,3.0,138.0,42.0,42.0,3,1.585,0.0,78.27
R_plnyqyltsGtao9P,32,1043.88,32.62,33.0,9.0,171.0,7.43,25,4.4764,0.9169,861.98
R_plp4APP7ieUnHfH,11,198.91,18.08,11.0,9.0,171.0,24.43,8,2.8454,0.5352,908.0600000000001
R_plp7Atc3v80dkdP,6,149.23,24.87,7.0,65.0,115.0,38.33,5,2.2516,0.4957,258.47
R_pmG3rFtBsPNFHc5,10,506.06,50.61,10.0,23.0,157.0,26.17,8,2.9219,1.17,1558.74
R_poAMNEGUrLMuPQJ,76,661.79,8.71,95.0,5.0,175.0,7.61,27,3.7243,1.6678,1892.98
R_prQTemxJzwhBapz,10,198.3,19.83,12.0,9.0,171.0,28.5,7,2.6464,1.205,223.84
R_pshekUBx7f5kZTH,3,32.3,10.77,3.0,180.0,0.0,180.0,3,1.585,0.0,0.0
R_pt4H0TOHq5NIXap,4,125.42,31.36,4.0,19.0,161.0,161.0,4,2.0,11.5546,33.42
R_ptIjtL7ul8DEU4V,4,107.45,26.86,4.0,77.0,103.0,51.5,2,1.0,0.1051,690.4200000000001
R_ptrkceh01j7A2pX,12,312.81,26.07,14.0,13.0,167.0,27.83,9,3.0221,1.7952,16.99
R_pu8AnyDEBbLBUoF,22,493.39,22.43,24.0,23.0,157.0,11.21,7,1.8548,1.9919,246.31
R_puS9dcuNnDHSZ8Z,67,1751.69,26.14,74.0,1.0,179.0,6.88,43,5.0278,2.0893,907.45
R_pxy1aQ4R5kzYGdz,4,28.95,7.24,4.0,180.0,0.0,180.0,3,1.5,0.0,0.0
R_pxyOtqcy55m6hih,35,730.06,20.86,40.0,17.0,163.0,8.15,22,3.9433,0.6893,1126.94
R_pzMCRYrC0qiSwIF,54,1058.8,19.61,57.0,3.0,177.0,7.08,35,4.8536,0.5594,647.37
R_pzT5qBrU6gVULTz,72,1904.2,26.45,84.0,6.0,174.0,9.67,43,5.0532,0.9992,1918.81
R_pzamSNe0bMqAYhP,34,567.13,16.68,34.0,3.0,177.0,17.7,17,3.635,8.285,2775.04
R_pzuVnS8IxMq6uhX,73,934.56,12.8,73.0,17.0,163.0,8.58,32,4.5987,3.1907,0.0
R_qC2MsIEGH8zcEKJ,32,727.57,22.74,33.0,33.0,147.0,9.8,16,3.5747,1.2137,5602.11
R_qDgNxS4B7sCvF2V,6,34.75,5.79,6.0,8.0,172.0,86.0,4,1.7925,8.7067,264.12
R_qE3fPAGt0j3s93P,141,2478.12,17.58,147.0,1.0,179.0,2.59,69,5.4232,1.8279,4115.47
R_qEdJpjPlNZ49mFz,8,159.79,19.97,8.0,16.0,164.0,23.43,7,2.75,1.9063,709.75
R_qElbHZQ0UdIH4DT,5,53.3,10.66,5.0,22.0,158.0,158.0,4,1.9219,0.9263,0.0
R_qI2JElIT0DuYQ0h,8,157.44,19.68,8.0,105.0,75.0,12.5,8,3.0,0.0,0.0
R_qIPpNc91VzN4uIh,1,18.99,18.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,26.439999999999998
R_qIW9qR6SR6Mboch,53,1059.48,19.99,53.0,5.0,175.0,5.47,21,3.6262,0.94,992.22
R_qIwuFobtAI9rW3D,19,473.92,24.94,20.0,3.0,177.0,16.09,9,3.0106,2.3611,1069.56
R_qLwbCgz580doM4V,167,3260.03,19.52,190.0,4.0,176.0,3.09,90,6.0762,0.8173,7590.36
R_qPjy2muw6qEj8dj,9,305.7,33.97,9.0,30.0,150.0,25.0,9,3.1699,2.265,39.39
R_qQvcrZuPmmWzmXn,9,156.14,17.35,9.0,112.0,68.0,17.0,8,2.9477,0.0,898.3199999999999
R_qR5SJt8EUhif77H,6,96.48,16.08,6.0,180.0,0.0,180.0,4,1.7925,0.0,196.99
R_qWtvZqcqKDFEeul,13,167.12,12.86,13.0,16.0,164.0,27.33,11,3.3347,1.094,22.97
R_qXB7FDC38PqHgIN,1,35.85,35.85,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_qXDaCjFmNq4ukZr,17,442.37,26.02,17.0,134.0,46.0,11.5,15,3.8522,0.0,0.0
R_qXGZCLAtwPxVcAN,16,364.2,22.76,16.0,11.0,169.0,16.9,11,3.3278,0.5313,420.85
R_qXgxQiVknz2MJfH,1,37.95,37.95,1.0,180.0,0.0,180.0,1,-0.0,0.0,19.8
R_qxTrp3qz2YCQAnv,21,446.77,21.27,21.0,19.0,161.0,11.5,13,3.5352,0.1758,312.65
R_qxYfYpT6Mf2FhKx,41,882.53,21.53,41.0,4.0,176.0,8.38,31,4.7633,1.2633,940.86
R_qxvTDbUnkvlzstP,62,1183.49,19.09,62.0,6.0,174.0,3.95,5,1.5153,0.384,1246.18
R_qzuA5lK6SGDFQWZ,5,147.31,29.46,5.0,174.0,6.0,3.0,3,1.371,0.0,0.0
R_r09FKPIrjzYQ8KZ,7,90.35,12.91,7.0,16.0,164.0,41.0,6,2.5216,3.7906,305.03
R_r1oTDkv1OlGnNuN,58,1700.15,29.31,60.0,2.0,178.0,4.34,40,5.0519,2.3868,1007.73
R_r1qqClBL89aFjXP,43,1596.88,37.14,45.0,11.0,169.0,8.05,30,4.592,2.4315,276.33
R_r2OSYq6uAQy1D5n,5,83.95,16.79,5.0,135.0,45.0,45.0,1,-0.0,0.0,242.66000000000003
R_r3IM83Ecq7eY7QJ,103,3550.64,34.47,116.0,4.0,176.0,4.19,56,5.3923,1.1073,4269.9800000000005
R_r6YrGyIF2JjFuYV,25,1681.06,67.24,25.0,29.0,151.0,25.17,20,4.1835,5.0961,0.0
R_r7JseW5aEDhPozf,2,32.98,16.49,2.0,180.0,0.0,180.0,2,1.0,0.0,14.96
R_r8bknLPESgdVNG9,11,375.16,34.11,11.0,7.0,173.0,28.83,8,2.914,5.2673,556.86
R_r8bySj6DKRtE5Lr,18,321.89,17.88,19.0,1.0,179.0,16.27,15,3.8366,3.2226,206.08999999999997
R_rcId0AtM417vPGN,51,1132.2,22.2,51.0,2.0,178.0,11.87,39,5.1311,3.5135,1080.49
R_rdwe8WeV8XZm5G1,13,386.82,29.76,14.0,20.0,160.0,22.86,12,3.5466,0.542,761.29
R_reG3llJtTwO6ccV,22,390.09,17.73,26.0,6.0,174.0,21.75,15,3.5681,0.748,369.15000000000003
R_rebkhfXLvZ2nHQR,15,166.23,11.08,15.0,17.0,163.0,40.75,9,2.7396,0.8594,235.29000000000002
R_riQY5HjVoMrpJGV,3,44.44,14.81,3.0,35.0,145.0,145.0,3,1.585,1.2231,77.57
R_rj17Eozj9PIBqlb,12,296.4,24.7,12.0,77.0,103.0,11.44,9,2.9183,0.3369,301.78000000000003
R_rkzUaKttDvAbNmx,133,871.25,6.55,169.0,6.0,174.0,9.67,34,4.3852,1.1448,1314.04
R_rlHGmaf05gJCiKR,1,18.39,18.39,1.0,180.0,0.0,180.0,1,-0.0,0.0,13.78
R_rlhJHhoZKaGni6t,21,491.51,23.41,21.0,13.0,167.0,11.13,17,3.9754,0.1969,1106.87
R_rpRwL6RsvWNdFUB,7,104.84,14.98,7.0,17.0,163.0,54.33,4,1.8424,14.7417,105.57
R_rqK6K6zDsynoZHP,40,1003.43,25.09,42.0,6.0,174.0,6.44,23,4.1128,1.2192,1493.42
R_rqYLYukRihPwUmZ,11,280.3,25.48,11.0,15.0,165.0,18.33,6,2.0495,0.9153,106.24
R_rqgyZQDq7N60i9b,1,39.99,39.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,382.07
R_rrUXqPVNdXo3jPj,15,388.02,25.87,15.0,1.0,179.0,25.57,12,3.4566,3.0974,235.76
R_rrtchX36usn87xT,15,637.07,42.47,15.0,38.0,142.0,23.67,11,3.3232,0.3079,451.45000000000005
R_s4I8huB9BOcWI5H,23,424.31,18.45,24.0,9.0,171.0,13.15,19,4.1757,0.8883,534.76
R_s5P0Odz2rAfEu0p,11,133.9,12.17,12.0,95.0,85.0,42.5,9,3.0958,0.0,36.97
R_s5cDQlDMEVbEmsh,4,216.5,54.13,4.0,21.0,159.0,79.5,4,2.0,26.0964,164.23000000000002
R_s6BUJFPzFF8fk2d,47,628.34,13.37,49.0,5.0,175.0,8.33,32,4.7306,1.5807,819.98
R_s6TN3nbqPTLInzX,11,221.06,20.1,11.0,20.0,160.0,26.67,9,3.0958,0.4664,679.81
R_sBuvqgoSbJ1GdXz,11,180.39,16.4,11.0,49.0,131.0,18.71,6,2.2222,0.5041,0.0
R_sCongk0nWsTbiM1,24,511.41,21.31,24.0,19.0,161.0,12.38,9,1.9183,0.7514,572.04
R_sF1pGMNxEpYFxO9,10,159.88,15.99,10.0,54.0,126.0,42.0,6,2.3219,1.1042,125.83
R_sFNlPttlD6Fp09b,35,783.16,22.38,35.0,12.0,168.0,8.84,25,4.5007,1.1078,337.33
R_sGPMme1ysKoSCfT,2,61.95,30.98,2.0,24.0,156.0,156.0,2,1.0,0.239,56.99
R_sGohXmtT8TjLibT,126,4012.11,31.84,137.0,5.0,175.0,3.07,55,5.1692,2.8147,2824.62
R_sGsB8wYLpu9i8ut,3,30.0,10.0,3.0,102.0,78.0,39.0,1,-0.0,0.0,20.0
R_sH8W9PyBq2swyLn,27,604.68,22.4,27.0,2.0,178.0,12.71,21,4.2364,0.6223,842.42
R_sL3ziBSWCD3aQ93,9,446.97,49.66,9.0,31.0,149.0,21.29,9,3.1699,0.9636,403.44
R_sLn4GQizfjyzwWd,7,182.91,26.13,7.0,34.0,146.0,29.2,6,2.5216,0.7093,0.0
R_sM3qX7I1tHzvU09,25,626.76,25.07,25.0,13.0,167.0,15.18,23,4.4537,1.3215,1020.99
R_sR3rxwOMAacl5n3,11,823.96,74.91,11.0,2.0,178.0,25.43,9,3.0958,1.6829,1371.8
R_sRSLCxzK04aJvhL,32,654.62,20.46,34.0,11.0,169.0,8.45,21,4.1761,0.6529,672.74
R_sSTfOHWCEeJs5Kp,2,24.98,12.49,2.0,180.0,0.0,180.0,2,1.0,0.0,199.47
R_sUzscjsDHiEXWF3,31,589.03,19.0,31.0,19.0,161.0,53.67,22,4.3005,0.0261,293.24
R_sXuXLTWQhg4zY0F,2,49.96,24.98,2.0,180.0,0.0,180.0,2,1.0,0.0,553.41
R_sYZmFJSmzmxm3JL,104,2165.63,20.82,114.0,1.0,179.0,4.26,72,5.8828,1.3744,1277.76
R_sbcBNnBmc9HYZwt,6,202.45,33.74,12.0,110.0,70.0,35.0,6,2.585,0.0,478.74
R_sc036gZZsxtSCGZ,12,99.55,8.3,12.0,23.0,157.0,52.33,4,1.2075,2.7609,207.93
R_sdIRxPXvGFnfQAx,20,519.56,25.98,20.0,2.0,178.0,22.25,15,3.7464,0.6544,513.12
R_sdlUXaxL4FnomFH,2,50.0,25.0,2.0,79.0,101.0,101.0,1,-0.0,1.0,32.48
R_se7YIEjf2KXT6WB,2,42.1,21.05,2.0,180.0,0.0,180.0,1,-0.0,0.0,254.44
R_sgGXSaPIJ9kWpDr,8,221.68,27.71,10.0,96.0,84.0,42.0,5,2.1556,0.0,70.03
R_shvqnG0WLnaaPHr,12,187.46,15.62,17.0,28.0,152.0,38.0,8,2.8554,3.3454,70.64
R_siAwKG9roOXSpEJ,11,589.44,53.59,20.0,8.0,172.0,34.4,9,3.0958,0.4118,664.19
R_sjIYvrwrEythGKJ,2,37.74,18.87,2.0,180.0,0.0,180.0,2,1.0,0.0,166.25
R_sjLYTzhjMi0DAkh,20,683.96,34.2,20.0,6.0,174.0,43.5,16,3.7414,28.2791,444.27
R_sjbgjhzDO2r1Wlr,17,259.35,15.26,17.0,10.0,170.0,21.25,13,3.5725,0.4035,474.07
R_smUxLAwLx5eXaWB,3,304.98,101.66,4.0,104.0,76.0,76.0,3,1.585,0.0,0.0
R_snaR9M3EsTpcPi9,71,1403.83,19.77,71.0,1.0,179.0,4.71,38,4.6621,1.3135,2683.69
R_so1lMsX2pFxGtK9,9,205.27,22.81,9.0,1.0,179.0,35.8,3,0.9864,1.603,156.87
R_so3PCsu7KC30Da9,4,102.93,25.73,4.0,113.0,67.0,33.5,3,1.5,0.0,0.0
R_sotmrGe7Rv3U10J,16,547.89,34.24,16.0,6.0,174.0,14.5,15,3.875,0.3988,785.84
R_spBuGIpg61jMNzP,7,155.77,22.25,7.0,98.0,82.0,16.4,6,2.5216,0.0,0.0
R_spdPnrtroCyeECZ,4,69.36,17.34,4.0,63.0,117.0,58.5,4,2.0,0.6971,109.94999999999999
R_spdTY0Zb03DpytH,33,473.7,14.35,34.0,11.0,169.0,12.07,27,4.6202,6.1523,309.83
R_sqjjAsz7GATggo1,38,789.75,20.78,42.0,11.0,169.0,10.56,19,3.9119,3.4662,696.09
R_ssRisffxqnoI09j,7,75.24,10.75,7.0,29.0,151.0,37.75,7,2.8074,0.2654,155.67
R_stlZoEq2uXlPW37,12,257.57,21.46,12.0,12.0,168.0,24.0,10,3.1887,1.3501,195.56
R_swbepfu7wHYhLTr,69,1488.47,21.57,92.0,7.0,173.0,4.44,54,5.5995,2.3943,1632.72
R_swereIi3z4ijB2F,8,101.8,12.72,8.0,22.0,158.0,79.0,7,2.75,1.574,133.97
R_swfIN0JgX72IbMl,38,578.54,15.22,39.0,26.0,154.0,6.7,17,3.5323,0.6831,460.59999999999997
R_syY4aSom3f7M3Yt,13,288.02,22.16,14.0,126.0,54.0,54.0,13,3.7004,0.0,43.98
R_sz0Zeq2JqJJNsyJ,93,1681.49,18.08,93.0,6.0,174.0,2.85,60,5.556,1.523,1187.95
R_szoWgaLxKI7lXu9,18,539.37,29.96,20.0,4.0,176.0,22.0,12,3.4613,1.1221,608.17
R_t0ccZ3CXpzqgSpr,27,1071.45,39.68,33.0,10.0,170.0,7.73,11,2.9221,0.5141,1814.31
R_tDGTxzG74gg2N9v,2,9.95,4.97,2.0,131.0,49.0,49.0,2,1.0,0.0,0.0
R_tDI0MmPcVp5b2Xn,186,5150.01,27.69,232.0,1.0,179.0,3.2,109,6.3106,0.6903,1034.06
R_tE5w1f3a4CUcQyl,15,814.51,54.3,22.0,1.0,179.0,12.79,15,3.9069,0.961,2597.6
R_tF2fNzRaWUW0CAh,24,526.0,21.92,24.0,2.0,178.0,11.12,21,4.335,0.4447,263.8
R_tFf2GViNMUolxaV,25,591.65,23.67,29.0,19.0,161.0,12.38,19,4.1035,0.9967,518.06
R_tJNLenUlMH5f4el,64,1172.53,18.32,69.0,5.0,175.0,6.73,35,4.7514,1.7153,2055.21
R_tJzzlJf8xn5RqFz,15,181.18,12.08,15.0,14.0,166.0,41.5,8,2.5559,0.8471,328.98
R_tKEkP09U6w9QszD,32,517.18,16.16,32.0,9.0,171.0,9.5,21,4.2028,1.096,820.37
R_tKYTMJJW2ldeoIV,8,158.17,19.77,10.0,108.0,72.0,18.0,8,3.0,0.0,1145.3400000000001
R_tL3i4BXXVrcJe6t,19,501.74,26.41,21.0,3.0,177.0,14.75,15,3.7871,0.9623,328.19
R_tMnifPkDrLGlDzj,2,159.36,79.68,2.0,109.0,71.0,71.0,2,1.0,0.0,931.14
R_tMsVLA8C6RuTmlb,21,313.74,14.94,21.0,5.0,175.0,14.58,11,3.0962,0.7688,245.78
R_tPBONZU30Yotued,8,240.13,30.02,9.0,38.0,142.0,28.4,6,2.4056,1.4234,902.39
R_tPNYncDSPM7QneN,29,613.98,21.17,31.0,6.0,174.0,14.5,19,3.7545,3.4924,175.41
R_tPQs1KqvZ8UQCKB,40,985.81,24.65,47.0,3.0,177.0,10.41,24,4.2118,1.21,2438.98
R_tQAoWQ7nHZfCcgh,2,25.49,12.74,2.0,180.0,0.0,180.0,2,1.0,0.0,296.15999999999997
R_tR7F4DbwZExTCSZ,27,446.06,16.52,27.0,19.0,161.0,16.1,15,3.5003,0.0469,1412.0
R_tSTu20YCb20zL5D,21,482.01,22.95,23.0,3.0,177.0,29.5,10,3.023,1.3277,3914.21
R_tSxa3IptvDML4PL,10,199.46,19.95,11.0,8.0,172.0,28.67,6,2.4464,0.7281,620.76
R_tVBwSUerMFXisLL,2,27.08,13.54,2.0,45.0,135.0,135.0,2,1.0,1.7107,49.7
R_tXHOaasrDjYwLO9,14,403.76,28.84,17.0,14.0,166.0,20.75,10,3.182,2.1341,766.38
R_tXTuhZjAGOOBYul,133,4013.24,30.17,133.0,7.0,173.0,2.88,11,1.9344,0.9918,4191.28
R_tY9q5vSaULImPzb,21,809.83,38.56,21.0,3.0,177.0,11.8,17,3.8395,0.5596,434.22
R_tYfYAJyuYm47Rux,12,566.47,47.21,12.0,14.0,166.0,41.5,10,3.2516,10.7257,231.15
R_u1RsKcroEBxUiTT,2,27.43,13.71,2.0,180.0,0.0,180.0,1,-0.0,0.0,528.63
R_u1ysPZNQGE5GnDP,9,114.65,12.74,9.0,15.0,165.0,82.5,6,2.281,1.0121,434.22
R_u23zHQzOrh5zjyx,12,333.28,27.77,12.0,19.0,161.0,80.5,6,1.9473,0.9008,134.84
R_u2EdYogSnJBrpex,99,2042.36,20.63,120.0,2.0,178.0,6.14,48,5.0726,1.3275,5153.59
R_u30UX0BsfJQjOsF,11,142.84,12.99,11.0,113.0,67.0,67.0,10,3.2776,0.0,0.0
R_u34cGX2xWc7wpln,19,568.75,29.93,20.0,120.0,60.0,15.0,17,4.0374,0.0,375.61
R_u3TWbOVQ8LPktP3,1,20.0,20.0,1.0,180.0,0.0,180.0,1,-0.0,0.0,105.05
R_u94bdSj5JBe7WZb,12,313.96,26.16,14.0,25.0,155.0,17.22,10,3.1887,0.2265,365.4
R_u95uDSrx2MZD13H,29,1926.04,66.42,31.0,6.0,174.0,14.5,22,4.1852,5.2337,429.1
R_u99XwBV1boyooXT,45,1048.7,23.3,46.0,1.0,179.0,6.88,23,3.7803,1.65,1276.17
R_u9UwZawss4cVQlz,1,39.95,39.95,1.0,180.0,0.0,180.0,1,-0.0,0.0,31.4
R_u9qeol6zlUcq13j,39,910.84,23.35,44.0,4.0,176.0,8.38,25,4.4043,0.8895,1025.94
R_uacaCFAWF1Ls0SZ,4,61.98,15.5,4.0,21.0,159.0,53.0,3,1.5,4.9654,19.97
R_uftMVHfljMqB8M9,35,733.38,20.95,35.0,39.0,141.0,11.75,18,3.723,0.9673,350.78
R_ugElk3AIRMymFhf,8,109.69,13.71,8.0,13.0,167.0,41.75,6,2.5,0.402,1052.52
R_ujIuWv84wBHBgqd,6,212.71,35.45,6.0,13.0,167.0,55.67,4,1.7925,1.846,496.74
R_ukwc16oqCZ5ZgZP,84,1034.03,12.31,99.0,26.0,154.0,7.33,30,4.306,1.2967,1745.11
R_umkBztpJiFIRkxX,19,250.95,13.21,19.0,11.0,169.0,14.08,10,3.0708,2.8757,70.24000000000001
R_umqcgydTy2DwcBH,127,6216.1,48.95,157.0,3.0,177.0,4.54,67,5.4365,1.6647,6161.29
R_upQla15Wb4pg1pv,11,156.42,14.22,11.0,16.0,164.0,32.8,4,1.2776,1.6675,537.04
R_uqbcSq7y153jKmZ,49,1126.18,22.98,50.0,1.0,179.0,8.52,27,4.1124,1.3281,1128.84
R_uvHmOm6E3h7nyHT,16,312.11,19.51,17.0,63.0,117.0,23.4,8,2.5306,0.697,382.0
R_uwVFb8VFUUGbCBH,38,630.16,16.58,41.0,10.0,170.0,10.62,25,4.4489,0.8357,1032.76
R_uymVOAblJS5zdNT,18,234.36,13.02,20.0,18.0,162.0,40.5,16,3.9477,6.3283,0.0
R_uzdxxpucUQeAvUR,4,29.1,7.28,4.0,122.0,58.0,29.0,4,2.0,0.0,45.75
R_vAGftqzqNDEXWLL,14,176.82,12.63,14.0,6.0,174.0,14.5,7,2.3599,3.077,488.36
R_vAkydPXVzk0r3mV,34,440.34,12.95,38.0,5.0,175.0,10.29,16,3.3043,0.6019,451.31
R_vBkhPDT0skiOO2J,12,511.97,42.66,12.0,49.0,131.0,21.83,9,3.0221,1.2459,420.86
R_vCykMx1wpGTjjTb,17,298.78,17.58,20.0,18.0,162.0,23.14,14,3.7345,0.3906,905.47
R_vD0774kjU7BArKx,1,19.99,19.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,70.0
R_vD2O13NgdnWBXMt,24,423.84,17.66,25.0,1.0,179.0,16.27,18,4.0016,1.0077,527.12
R_vGepqaXT4rSfuRH,15,307.24,20.48,15.0,43.0,137.0,68.5,13,3.6402,0.2945,535.03
R_vIAsy23dmSRObGF,125,1612.23,12.9,127.0,1.0,179.0,2.84,72,5.7288,1.4443,2001.8799999999999
R_vJEhaFmjrt0tGxz,24,410.87,17.12,24.0,13.0,167.0,10.44,4,0.7417,2.8783,270.74
R_vJpU3YZYcHGM6Yx,24,523.2,21.8,24.0,1.0,179.0,11.19,18,4.0016,41.4331,202.6
R_vMijnnNdSbSLScV,108,1469.69,13.61,118.0,2.0,178.0,4.81,44,4.8684,0.508,746.5699999999999
R_vMtYQrockCOY7g5,9,179.6,19.96,9.0,31.0,149.0,29.8,5,2.0588,0.8169,96.38
R_vN1PwZtsffsjXLH,25,909.18,36.37,27.0,28.0,152.0,16.89,22,4.3737,0.0055,0.0
R_vNUg1BUX4xLMPER,12,212.01,17.67,12.0,15.0,165.0,41.25,10,3.2516,2.4928,415.24
R_vNX89NhXvOOFm1j,2,33.49,16.75,2.0,111.0,69.0,69.0,2,1.0,0.0,92.91
R_vP6Eg9Qx0U5fX0Z,59,1028.8,17.44,61.0,2.0,178.0,4.56,45,5.3085,1.6941,1958.85
R_vPQ66r0vYki20XD,4,129.91,32.48,5.0,6.0,174.0,58.0,3,1.5,0.9113,759.75
R_vT4EJ41QSlGF1u1,13,490.74,37.75,14.0,45.0,135.0,15.0,13,3.7004,0.4435,720.07
R_vT4bqUWT5O7RLLr,12,262.56,21.88,12.0,154.0,26.0,8.67,10,3.2516,0.0,0.0
